x,y,sigma,sigma_vee,psi
-4.5,5.375,0.00041069070577948565,0.000410600398336662,0.60796491192130464
-4.5,5.5,0.00041222861906786771,0.00041208732805383258,0.6681082451214202
-4.5,5.625,0.00041430343536581613,0.00041430343536581613,0.75774535367653095
-4.375,1.625,0.0004000975581397005,0.0004000975581397005,0.18314603163460588
-4.375,1.75,0.00039928159559899441,0.00039928159559899441,0.15014197878812607
-4.375,1.875,0.00039883223992495523,0.00039883223992495523,0.13196644048458933
-4.375,2,0.00039851591940620422,0.00039838636874417184,0.11393184296426251
-4.375,2.125,0.00039794049756338839,0.00039794049756338839,0.095897245443933493
-4.375,2.25,0.00039824191215748276,0.00039788967687742137,0.093841650337939425
-4.375,2.375,0.00039823718509763466,0.00039783885619145435,0.091786055231945357
-4.375,2.5,0.00039800295800346139,0.00039778803550548738,0.089730460125953482
-4.375,2.625,0.00039847609425901925,0.00039773721481952036,0.087674865019959414
-4.375,2.75,0.00039770520950730646,0.00039768639413355339,0.085619269913967538
-4.375,2.875,0.00039763557344758642,0.00039763557344758642,0.083563674807975663
-4.375,3,0.00040202409169781998,0.000397851256621005,0.092287627806410255
-4.375,3.125,0.00039858809561107555,0.00039806693979442358,0.10101158080484485
-4.375,3.25,0.00039930996986752964,0.0003982826229678421,0.10973553380327725
-4.375,3.375,0.00039849830614126068,0.00039849830614126068,0.11845948680171184
-4.375,3.5,0.00039934219062391364,0.00039883184208709156,0.1319503487386795
-4.375,3.625,0.00039953411225654298,0.00039916537803292239,0.14544121067564497
-4.375,3.75,0.00039981583875709891,0.00039949891397875333,0.15893207261261483
-4.375,3.875,0.00040034236540687558,0.00039983244992458416,0.1724229345495803
-4.375,4,0.00040067508260205309,0.00040042600109872485,0.19643089244122267
-4.375,4.125,0.00040189244109950501,0.00040102959191110396,0.22084493362033317
-4.375,4.25,0.00040188617856308457,0.00040163318272348303,0.24525897479944148
-4.375,4.375,0.00040264017878784998,0.00040225168704008911,0.27027623739752427
-4.375,4.5,0.00040329082190792334,0.00040288510486092226,0.29589672141458367
-4.375,4.625,0.0004038228988719411,0.00040351852268175542,0.32151720543164308
-4.375,4.75,0.00040502227867155995,0.00040415194050258857,0.34713768944870249
-4.375,4.875,0.00040602421829788297,0.0004050891867571265,0.38504742595225261
-4.375,5,0.00040602643301166443,0.00040602643301166443,0.42295716245580273
-4.375,5.125,0.0004075360215141377,0.00040740232914480008,0.47860940924887363
-4.375,5.25,0.00040947025343205469,0.00040879977089466559,0.53513313314743394
-4.375,5.375,0.000410197212644531,0.000410197212644531,0.59165685704598991
-4.375,5.5,0.00041232471138860904,0.00041232471138860904,0.67770992624645832
-4.25,0.75,0.00040064723636692659,0.00040064723636692659,0.20537941656944667
-4.25,0.875,0.00039949538092542937,0.00039949538092542937,0.15878916767176698
-4.25,1,0.00039866373443022367,0.00039866373443022367,0.12515073023368697
-4.25,1.125,0.0003982535166205546,0.00039789553321726613,0.094078527571980375
-4.25,1.25,0.00039712733200430864,0.00039712733200430864,0.063006324910275968
-4.25,1.375,0.00039695550867480816,0.00039681346062458772,0.050310855343324024
-4.25,1.5,0.00039659970183514651,0.00039649958924486679,0.037615385776372079
-4.25,1.625,0.00039628668936103536,0.00039618571786514592,0.024919916209422327
-4.25,1.75,0.000395871846485425,0.000395871846485425,0.012224446642470382
-4.25,1.875,0.00039661211707192628,0.00039580929691871569,0.0096944417682123529
-4.25,2,0.00039600805669033639,0.00039574674735200644,0.0071644368939565162
-4.25,2.125,0.00039572131041201139,0.00039568419778529713,0.0046344320196984867
-4.25,2.25,0.00039666521603512537,0.00039562164821858783,0.0021044271454404573
-4.25,2.375,0.00039555909865187852,0.00039555909865187852,-0.00042557772881757217
-4.25,2.5,0.00039603638696355847,0.00039558091170423427,0.00045671661286791898
-4.25,2.625,0.00039619633043194691,0.00039560272475658997,0.0013390109545512174
-4.25,2.75,0.00039577574798941022,0.00039562453780894573,0.0022213052962367086
-4.25,2.875,0.00039670502518032291,0.0003958402209823643,0.010945258294671301
-4.25,3,0.00039656849538014844,0.00039605590415578288,0.019669211293105893
-4.25,3.125,0.00039684161868874037,0.000396280754479114,0.028763957171203003
-4.25,3.25,0.00039668655963600913,0.00039656615244938346,0.040307734272662349
-4.25,3.375,0.00039720132301295289,0.00039688358198770608,0.053147124238735355
-4.25,3.5,0.00039721681847551196,0.00039720101152602869,0.065986514204808361
-4.25,3.625,0.0003991499535827578,0.00039751844106435125,0.078825904170879174
-4.25,3.75,0.00039783587060267386,0.00039783587060267386,0.09166529413695218
-4.25,3.875,0.00039865022148372032,0.00039846928842350696,0.1172857781540094
-4.25,4,0.00039986184360092647,0.00039910270624434006,0.14290626217106661
-4.25,4.125,0.00040049857683798997,0.00039973612406517326,0.16852674618812821
-4.25,4.25,0.00040068854233446348,0.00040036954188600642,0.19414723020518762
-4.25,4.375,0.00040104294557880438,0.00040100295970683952,0.21976771422224484
-4.25,4.5,0.00040367602701636598,0.00040163637752767267,0.24538819823930424
-4.25,4.625,0.00040265985936116039,0.00040226979534850583,0.27100868225636365
-4.25,4.75,0.00040356757481837575,0.00040320704160304375,0.30891841875991377
-4.25,4.875,0.00040424375626358397,0.00040424375626358397,0.35085145334944434
-4.25,5,0.00040603338104207168,0.00040566397057515964,0.40829628182405708
-4.25,5.125,0.00040720491408554205,0.00040708418488673531,0.46574111029866982
