cell,vertex,x,y
338,1,-1.125,0.75
338,2,-1.25,1.5
339,0,-3,4
339,1,-2.5,3.5
339,2,-1.875,3.375
340,0,0.125,-2.75
340,1,0.5,-2.875
340,2,0.625,-2.75
341,0,-0.125,1.625
341,1,0.875,1.125
341,2,0.25,1.5
342,0,-1.75,1.5
342,1,-1.5,1.125
342,2,-1.25,1.5
343,0,-2.5,1.625
343,1,-2.25,1.25
343,2,-1.5,1.125
344,0,-2.5,3.5
344,1,-1.75,2.75
344,2,-1.875,3.375
345,0,-2,-2.125
345,1,-1.5,-2.375
345,2,-1.125,-2.25
346,0,-1.75,3.625
346,1,-0.75,2.875
346,2,-1,3.125
347,0,-2.375,-1.25
347,1,-1.5,-1.875
347,2,-1.75,-1.625
348,0,-1.25,-2
348,1,-0.5,-1.75
348,2,-0.875,-1.5
349,0,-0.875,-1.5
349,1,-0.5,-1.75
349,2,-0.625,-1.5
350,0,-2.25,0.375
350,1,-1.375,-0.125
350,2,-0.75,0
351,0,-2,-2.125
351,1,-1.125,-2.25
351,2,-1.5,-2.125
352,0,-1.875,-1.875
352,1,-1.25,-2
352,2,-1.5,-1.875
353,0,-1.25,1.5
353,1,-0.125,1.375
353,2,-0.875,1.625
354,0,-1,3.125
354,1,0.25,2.25
354,2,-0.625,2.875
355,0,-1.875,3.375
355,1,-1.125,3
355,2,-1.625,3.375
356,0,-1.75,2.125
356,1,-1.25,1.5
356,2,-0.875,1.875
357,0,-2.25,0.375
357,1,-1.5,1.125
357,2,-2,1
358,0,-2.125,3.875
358,1,-1.375,3.25
358,2,-0.75,2.875
359,0,0.75,-2.875
359,1,1,-3
359,2,0.875,-2.875
360,0,-1.25,-2
